year,month,lat,lon,c_maize,c_beans,c_oil,c_salt,c_food_price_index,inflation_maize,inflation_beans,trust_maize,trust_beans,data_coverage,data_coverage_recent,index_confidence_score,mkt_name_Gulu,mkt_name_Hoima,mkt_name_Jinja,mkt_name_Lira,mkt_name_Market Average,mkt_name_Mbarara,log_c_maize,log_c_beans
0.6445894753805007,1.619361679777453,-1.500905916321194,-1.5384293909533153,1100.0,3500.0,-0.06751718362022303,0.4402015600214837,0.6438569360568412,-0.5338619247945398,0.004963759559520011,0.89074252553815,0.9843687806369694,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.00397413672268,8.160803920954665
0.8206578968964702,-1.5799251700720662,-1.500905916321194,-1.5384293909533153,900.2,3208.0,0.06250488028036538,0.34660992003261454,0.4178606206704815,-0.7945779484759143,-0.3506424520664789,0.89074252553815,0.9843687806369694,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,6.803727208558089,8.073714641109857
0.8206578968964702,-1.2890809109948371,-1.500905916321194,-1.5384293909533153,742.41,3140.99,0.19614805866058502,0.3922815946305349,0.3801945681060882,-1.2528864824753192,-0.6575087772305811,0.715437944624519,0.8549012255545856,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,6.611247709481045,8.052611636124315
0.8206578968964702,-0.9982366519176081,-1.500905916321194,-1.5384293909533153,714.77,2946.98,0.3738622155999096,0.3848308635141028,0.30486246297730163,-1.4467658449484473,-1.0965576744793473,0.715437944624519,0.8549012255545856,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,6.573358886305264,7.9888754690256985
0.8206578968964702,-0.7073923928403791,-1.500905916321194,-1.5384293909533153,678.87,3000.0,0.257537976131248,0.36294924265636963,0.11653220015533564,-1.7233953593936902,-1.394845779626156,0.715437944624519,0.8549012255545856,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,6.5219016034230135,8.006700845440367
0.8206578968964702,-0.4165481337631501,-1.500905916321194,-1.5384293909533153,650.0,2500.0,0.5825931358827191,0.3579298027463525,0.04120009502654906,-1.5950265338984864,-1.966077248959586,0.715437944624519,0.8549012255545856,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,6.478509642208569,7.824445930877619
0.8206578968964702,-0.12570387468592106,-1.500905916321194,-1.5384293909533153,1000.0,2500.0,1.2327034553856613,0.5125390091413725,0.4555266732348748,-0.7550594464123082,-1.375739744133092,0.7738728049290627,0.8549012255545856,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,6.90875477931522,7.824445930877619
0.8206578968964702,0.16514038439130796,-1.500905916321194,-1.5384293909533153,1000.0,3000.0,1.2327034553856613,0.41204563927622895,0.5308587783636614,-0.7550594464123082,-1.044308516192194,0.7738728049290627,0.8549012255545856,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,6.90875477931522,8.006700845440367
0.8206578968964702,0.455984643468537,-1.500905916321194,-1.5384293909533153,800.0,2369.0,1.200197939410514,0.2862197836152159,0.30486246297730163,-1.196924039955716,-1.5944843545740848,0.7738728049290627,0.8549012255545856,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,6.68586094706836,7.7706452341291765
0.8206578968964702,0.7468289025457661,-1.500905916321194,-1.5384293909533153,1125.0,2375.0,1.1397376796967404,0.42979667937467697,0.4178606206704815,0.018601429557752472,-1.822587023215762,0.7738728049290627,0.8549012255545856,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.026426808699636,7.773173680482536
0.8206578968964702,1.037673161622995,-1.500905916321194,-1.5384293909533153,1000.0,2453.0,1.2327034553856613,0.26726616937166,0.5685248309280546,-0.31292962802283575,-1.5266384326191247,0.7738728049290627,0.9196350030957781,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,6.90875477931522,7.805474625270857
0.8206578968964702,1.3285174207002242,-1.500905916321194,-1.5384293909533153,1183.0,2383.0,1.3509975291224166,0.03184920900859649,0.4555266732348748,-0.11268486924416046,-1.5266384326191247,0.7738728049290627,0.9196350030957781,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.076653815443951,7.776535028185241
0.8206578968964702,1.619361679777453,-1.500905916321194,-1.5384293909533153,1200.0,2450.0,1.2327034553856613,0.18170040465557918,0.4178606206704815,-0.07184024295023199,-1.5301477044443814,0.7738728049290627,0.9196350030957781,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.0909098220799835,7.804251383528112
0.9967263184124397,-1.5799251700720662,-1.500905916321194,-1.5384293909533153,1322.14,2745.85,1.95271363644156,0.07333801701483518,0.8698532514432001,0.9301792254813378,-0.9222638404916045,0.5985682240154306,0.7901674480133942,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.1877629786222235,7.918210079580703
0.9967263184124397,-1.2890809109948371,-1.500905916321194,-1.5384293909533153,1500.0,3000.0,2.5329240943915456,0.3721254062418705,1.246513777087133,2.393689926065086,-0.5354641015299916,0.7738728049290627,0.9196350030957781,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.313886831633462,8.006700845440367
